id;tp;a;b;c;d;e;f;g;h;i;j;k;l;m;n;o;dec
43;2;7.78;6.32;3.21;5.12;0.88;0.34;7.06;8.92;8.32;4.54;6.91;3.9;9.97;6.97;0.06;3
43;3;8.17;3.18;8.18;3.78;8.9;9.09;3.33;2.76;1.07;3.28;5.35;0.98;7.55;2.1;6.96;3
43;4;5.09;7.37;7.79;8.68;2.39;1.27;9.8;2.24;2.84;3.06;8.18;1.66;4.6;4.9;0.73;3
43;5;5.35;7.05;6.29;1.82;6.59;9.07;9.46;7.86;9.15;3.88;9.07;0.11;6.92;9.16;0.11;3
43;6;3.77;7.68;7.24;3.13;3.03;3.0;3.25;5.06;4.58;8.46;2.16;4.81;0.41;7.94;2.86;3
43;7;9.83;7.47;9.12;2.53;7.12;8.38;9.9;1.92;4.43;1.63;2.18;4.2;5.04;4.39;9.95;3
43;8;5.01;8.72;2.33;8.67;3.52;8.8;2.83;1.9;5.1;0.48;8.75;3.26;5.13;4.93;7.04;3
43;9;7.52;2.65;5.62;0.23;5.25;2.87;5.41;5.4;0.65;4.6;10.0;6.22;5.75;0.2;9.8;3
43;10;4.92;9.72;9.64;0.27;2.74;3.45;0.79;2.63;4.09;8.34;1.81;7.02;6.77;6.98;4.64;3
44;1;7.05;3.58;3.22;7.31;3.75;9.95;7.41;5.73;1.77;1.6;1.77;0.7;1.58;8.55;8.09;2
44;2;3.05;9.11;2.98;4.53;3.28;4.17;8.42;4.83;3.23;3.58;1.79;9.93;7.98;9.19;7.99;2
44;3;0.25;2.56;3.7;0.09;3.82;7.39;6.8;9.78;3.41;8.53;7.38;4.48;3.28;4.57;5.65;2
44;4;4.88;2.73;0.13;9.85;5.82;7.42;5.46;5.26;0.8;6.81;5.12;6.91;4.01;9.49;0.85;2
44;5;2.52;8.42;7.17;4.46;3.53;1.4;1.7;3.6;5.76;7.0;2.11;7.19;4.4;0.79;3.19;2
44;6;3.19;0.12;6.26;3.63;1.17;1.93;3.91;5.92;6.38;8.97;9.02;4.26;6.7;6.53;1.42;2
44;7;6.87;2.22;3.97;5.04;7.88;6.64;3.84;6.07;3.08;2.83;8.16;1.52;3.49;3.07;9.89;2
44;8;2.33;6.0;3.18;0.32;4.44;6.05;2.82;3.55;1.36;5.28;1.04;3.88;7.06;8.18;5.88;2
44;9;6.9;3.37;4.52;6.7;5.83;1.12;1.34;0.97;6.46;2.32;9.74;6.98;9.47;6.2;1.56;2
44;10;4.45;8.81;3.47;2.08;4.72;6.27;8.1;9.87;2.29;3.08;5.16;7.23;2.5;8.96;4.84;2
45;1;0.85;5.96;8.78;8.73;2.36;6.01;3.98;7.66;6.21;1.98;7.92;8.88;5.12;2.43;4.15;1
45;2;7.51;6.76;9.01;4.09;8.52;8.44;8.45;5.96;6.79;6.14;9.3;3.13;5.63;4.41;6.93;1
45;3;2.38;8.12;2.16;6.67;0.54;5.48;1.48;5.58;4.87;8.38;4.42;1.77;7.55;5.52;9.16;1
45;4;7.34;2.41;6.02;8.95;0.75;0.46;8.45;0.23;5.93;7.01;7.08;2.31;2.46;1.08;7.41;1
45;5;6.62;9.81;2.98;8.27;6.66;8.07;2.17;5.74;9.48;9.05;1.23;0.45;4.46;1.28;2.49;1
45;6;0.51;3.83;0.48;8.55;5.69;5.8;2.95;4.01;4.16;7.3;9.63;4.8;8.7;5.61;9.46;1
45;7;8.7;1.87;1.8;1.97;4.38;5.48;6.46;4.59;5.38;1.74;1.87;9.93;7.51;3.51;7.67;1
45;8;4.92;5.05;3.14;3.76;4.38;9.8;6.2;5.45;9.31;1.07;1.31;6.72;4.4;1.36;0.09;1
45;9;7.13;5.86;3.39;5.56;3.53;0.62;9.66;7.76;8.13;1.83;1.95;4.83;4.25;7.71;5.68;1
45;10;0.61;4.74;4.08;5.86;2.65;1.06;7.75;5.06;8.57;8.69;9.56;9.67;0.06;8.18;0.88;1
46;1;5.89;3.8;3.78;9.61;6.48;5.41;7.59;8.7;3.38;0.31;3.53;3.38;6.94;0.94;0.73;3
46;2;3.14;2.15;8.71;3.42;2.05;5.35;9.23;4.11;3.16;1.7;4.71;6.92;5.53;6.06;7.32;3
46;3;5.79;0.68;7.83;0.42;7.22;9.31;3.86;9.85;3.4;0.49;3.36;2.06;2.82;4.22;4.07;3
46;4;1.31;3.15;1.98;3.77;9.48;6.41;4.91;8.84;5.29;1.71;8.82;2.19;3.88;8.08;7.64;3
46;5;8.05;5.89;2.03;6.17;8.79;2.13;3.29;2.72;1.71;9.59;9.56;8.61;2.66;7.37;2.21;3
46;6;9.88;2.07;1.47;4.81;1.49;8.55;0.27;2.7;5.02;5.46;8.3;4.58;1.94;2.23;8.73;3
46;7;6.8;7.18;4.75;8.62;7.41;6.81;9.08;2.34;9.82;4.47;2.15;0.46;8.85;8.8;9.8;3
46;8;4.37;5.81;5.56;9.52;8.17;8.14;0.51;0.67;0.47;1.0;3.41;8.66;6.86;8.03;9.1;3
46;9;6.28;8.93;2.78;0.98;5.25;3.75;4.33;6.16;1.71;6.1;7.89;4.7;2.81;9.46;8.98;3
46;10;8.63;3.51;4.24;9.19;4.97;5.58;0.04;0.92;5.46;5.9;2.27;8.71;5.6;4.0;4.32;3
47;1;4.2;6.21;7.03;4.4;6.35;8.32;1.29;2.4;8.32;4.14;8.04;9.91;6.54;4.22;1.41;3
47;2;2.75;9.2;8.85;7.33;6.88;6.8;0.31;6.84;0.85;7.52;3.06;9.41;3.25;6.63;3.95;3
47;3;3.37;4.89;8.31;7.01;0.32;9.51;6.4;0.96;4.3;1.79;6.1;8.45;2.57;4.35;1.22;3
47;4;2.47;4.07;4.45;8.27;6.72;9.12;5.21;1.05;9.28;2.94;2.8;8.95;9.08;6.81;3.75;3
47;5;1.69;1.99;0.78;2.5;6.95;3.5;8.69;6.7;3.21;3.68;7.03;3.08;1.36;4.41;8.95;3
47;6;3.54;5.02;5.62;5.47;7.91;3.38;2.92;1.58;8.24;7.35;9.61;1.02;8.29;0.33;3.31;3
47;7;6.86;9.1;2.83;8.24;0.76;2.81;6.89;2.76;0.16;5.9;7.77;7.18;8.61;3.99;5.61;3
47;8;8.45;7.82;2.29;4.96;1.55;3.88;7.68;8.65;6.57;8.49;8.25;2.99;4.12;2.47;6.79;3
47;9;7.68;0.05;2.44;4.02;9.54;2.57;2.3;6.32;8.71;3.78;1.27;9.96;4.01;5.73;6.57;3
47;10;2.66;6.6;8.46;5.51;2.0;9.37;2.36;6.52;8.17;6.93;1.76;7.0;5.65;9.41;8.29;3
48;1;1.85;7.51;6.95;4.04;8.5;8.38;8.63;9.69;4.12;5.18;6.59;7.64;6.25;7.67;7.69;1
48;2;0.09;5.98;6.76;9.51;3.45;2.24;1.0;3.67;5.85;7.36;8.16;3.2;5.19;6.54;7.62;1
48;3;9.27;2.17;2.12;1.07;4.8;0.65;9.96;7.77;5.51;5.72;0.58;2.28;0.94;1.78;7.41;1
48;4;3.71;8.25;4.58;6.27;8.77;1.05;2.27;5.42;7.38;4.04;0.24;2.18;9.71;2.29;3.99;1
48;5;5.69;8.62;7.43;2.82;1.65;3.5;2.38;7.92;8.42;7.36;3.57;6.23;0.66;6.4;9.2;1
48;6;5.91;7.33;0.2;8.35;6.8;8.86;7.62;8.58;9.57;9.62;7.0;0.64;0.92;1.97;2.75;1
48;7;0.61;1.32;3.73;6.59;9.87;0.97;6.16;5.11;4.19;2.25;4.86;5.98;9.22;8.03;2.27;1
48;8;3.34;3.87;8.4;9.25;3.04;5.81;0.85;9.94;6.18;6.19;1.71;6.56;0.54;0.18;9.56;1
48;9;7.0;8.19;2.35;0.67;0.2;6.31;5.92;2.19;3.84;5.27;8.91;0.86;6.4;7.1;2.81;1
48;10;5.18;8.58;6.79;0.26;0.95;4.52;0.45;3.29;8.66;3.73;9.3;5.26;0.98;6.79;3.0;1
49;1;8.63;0.6;2.36;4.12;9.32;0.24;7.53;6.32;8.48;1.08;2.74;3.89;0.49;0.97;3.83;2
49;2;9.52;2.74;1.14;1.05;2.99;7.12;0.42;4.96;6.79;2.82;1.86;4.21;8.05;3.95;5.3;2
49;3;8.29;0.43;4.39;7.14;3.45;1.82;6.91;5.56;1.53;5.41;1.95;0.27;4.41;6.83;6.2;2
49;4;4.09;7.22;9.35;4.05;4.26;9.68;7.52;7.01;8.39;7.78;3.12;6.02;7.53;8.05;0.73;2
49;5;4.33;3.22;6.45;1.2;2.29;9.65;6.4;6.59;3.17;1.85;4.26;1.55;3.06;1.14;8.92;2
49;6;1.2;0.21;5.71;4.34;0.19;3.64;4.65;7.77;5.18;2.68;0.44;0.26;1.84;8.67;7.71;2
49;7;8.74;8.96;1.94;2.88;8.01;5.91;5.78;0.47;4.25;7.22;1.01;5.61;5.83;2.2;8.01;2
49;8;5.57;4.42;3.51;2.16;3.61;3.53;7.78;6.75;1.91;0.18;7.2;9.16;8.15;7.91;1.97;2
49;9;0.79;2.8;4.96;5.2;6.47;0.02;6.6;5.43;7.33;0.07;3.99;0.29;2.82;1.14;0.39;2
49;10;6.99;5.74;2.77;2.91;4.95;0.85;2.95;8.83;2.99;8.55;8.25;4.38;9.91;1.92;3.45;2
50;1;5.44;9.51;6.49;9.96;0.61;6.37;9.47;1.85;0.24;2.74;2.99;9.42;0.22;9.91;0.83;3
50;2;0.04;0.16;4.73;3.68;9.66;9.67;0.03;0.42;2.06;6.79;0.05;6.64;8.08;0.58;1.99;3
50;3;3.2;5.48;2.47;1.71;3.07;8.06;4.68;7.08;5.22;1.39;4.89;0.41;9.98;1.33;9.44;3
50;4;5.03;1.99;4.77;5.29;8.52;0.22;7.34;4.93;8.18;8.71;7.71;7.31;5.43;3.26;2.6;3
50;5;4.63;9.87;3.69;7.15;5.75;2.34;3.22;1.72;1.36;3.63;7.85;4.13;2.39;3.68;2.74;3
50;6;2.67;8.37;8.25;3.13;0.67;0.19;8.36;9.61;0.08;8.52;8.62;4.0;1.43;4.09;0.64;3
50;7;6.51;9.23;8.33;7.77;7.68;7.95;9.58;4.23;4.9;2.55;7.22;8.94;0.37;1.39;5.55;3
50;8;5.65;8.7;9.3;1.25;5.31;3.47;4.07;8.65;7.28;7.75;0.52;1.34;7.37;5.56;0.79;3
50;9;3.41;2.96;1.47;7.32;3.1;0.84;1.1;9.89;8.0;1.12;9.82;7.63;0.87;0.75;1.38;3
50;10;4.93;5.79;0.97;6.9;7.8;3.33;6.62;1.5;4.01;3.29;5.96;2.63;3.86;8.25;2.07;3
51;1;3.14;1.86;6.13;6.78;2.12;7.5;7.34;2.08;9.36;4.08;6.28;5.67;2.03;2.49;8.36;3
51;2;6.53;9.92;7.07;4.72;2.86;6.72;5.98;3.51;5.13;2.11;6.58;9.6;1.35;9.47;2.03;3
51;3;3.08;7.28;2.33;2.63;8.95;8.93;1.61;6.43;9.04;9.15;0.43;9.43;1.98;2.47;6.06;3
51;4;0.02;5.78;9.55;9.47;8.44;0.77;3.41;7.58;6.05;6.7;3.44;7.06;8.15;2.83;6.75;3
51;5;5.64;0.84;9.48;7.65;9.92;6.0;2.95;4.56;3.61;1.24;8.02;0.37;2.88;1.99;7.86;3
51;6;8.86;2.98;6.86;2.37;8.18;8.81;5.62;1.44;0.17;0.25;0.12;5.29;6.11;9.31;8.91;3
51;7;6.4;6.53;1.81;8.4;4.42;0.5;8.37;3.41;9.68;2.79;9.26;0.68;9.31;3.81;5.96;3
51;8;1.23;5.84;8.27;7.37;2.26;0.24;4.02;8.37;6.53;7.34;1.44;1.3;8.87;0.0;3.15;3
51;9;4.96;2.94;2.11;9.13;0.85;9.17;3.43;4.43;2.02;1.65;2.32;4.13;9.7;1.98;0.03;3
51;10;8.62;6.29;7.44;2.61;0.19;1.22;8.13;6.35;1.47;9.5;8.46;1.41;3.99;7.53;8.73;3
52;1;9.42;9.29;4.87;3.18;2.02;7.64;6.22;5.03;7.2;3.71;5.94;8.67;5.48;9.97;3.07;2
52;2;5.48;6.6;8.42;3.15;8.83;3.03;5.3;5.46;3.75;6.05;1.71;4.09;8.96;4.29;4.21;2
52;3;1.48;9.74;2.85;3.11;8.18;7.42;1.96;3.24;8.08;8.74;8.94;3.05;7.52;1.96;6.65;2
52;4;6.37;0.34;8.14;2.3;7.99;5.62;1.93;7.72;1.01;7.25;0.63;7.41;5.31;1.73;9.67;2
52;5;5.36;0.68;3.91;1.35;2.56;5.16;1.51;5.21;5.62;3.04;8.55;1.56;4.39;7.21;8.38;2
52;6;2.3;5.1;7.76;7.6;9.35;8.72;5.87;8.24;3.67;4.98;7.2;6.77;5.8;5.6;3.03;2
52;7;8.98;0.67;6.47;4.3;0.16;4.06;2.33;3.3;9.1;5.74;9.07;2.29;2.69;2.85;1.18;2
52;8;9.36;1.91;5.96;6.7;4.88;1.81;5.52;4.82;2.01;8.88;9.2;1.17;0.14;9.9;5.15;2
52;9;0.36;9.16;0.4;9.77;8.73;3.8;4.81;1.78;5.16;9.68;8.34;1.98;7.99;0.03;6.06;2
52;10;0.87;0.62;2.57;8.92;4.85;8.16;9.69;8.9;9.94;0.81;3.59;5.95;3.56;1.0;0.87;2
53;1;4.17;6.43;7.84;3.25;0.22;8.08;3.67;3.15;9.52;6.83;3.85;0.49;6.75;6.43;2.18;1
53;2;5.63;6.54;6.04;3.4;3.48;4.86;0.77;9.97;0.98;0.12;6.81;6.0;1.98;7.4;5.37;1
53;3;8.82;8.0;5.02;5.84;8.97;3.6;8.9;7.8;1.97;2.5;0.13;2.8;9.14;8.03;5.48;1
53;4;6.57;4.19;9.16;6.76;1.9;6.84;0.92;4.67;7.75;4.45;9.69;6.95;1.44;6.63;3.45;1
53;5;1.63;4.07;1.34;9.5;8.88;3.95;6.45;5.37;8.38;9.78;3.87;9.67;3.88;6.99;6.01;1
53;6;2.44;6.78;1.98;3.74;7.81;9.25;6.87;0.58;4.32;3.41;1.74;4.95;9.29;7.32;7.65;1
53;7;7.86;3.05;1.57;5.75;4.47;5.76;7.14;5.57;0.39;6.62;9.88;6.28;5.41;7.4;9.46;1
53;8;6.13;3.93;8.18;9.82;8.39;1.65;6.91;8.49;6.01;2.07;3.19;1.5;7.21;6.05;5.4;1
53;9;6.53;2.05;5.88;8.93;5.19;5.95;9.98;4.69;0.36;2.27;8.74;9.22;8.19;6.04;7.73;1
53;10;0.47;7.48;8.91;1.56;9.84;7.78;4.35;0.99;2.62;5.51;9.78;3.14;5.03;1.24;6.21;1
54;1;5.04;5.34;6.06;2.24;7.82;6.38;6.21;0.33;4.29;9.14;6.35;4.02;8.74;9.61;5.04;3
54;2;1.89;2.14;4.42;5.12;3.6;3.68;7.15;0.78;5.45;5.71;5.99;7.19;8.97;5.14;5.8;3
54;3;4.72;2.12;7.84;0.09;7.28;1.84;6.96;3.69;6.9;4.15;3.96;7.76;4.12;8.13;0.64;3
54;4;2.76;2.17;2.54;1.94;8.65;0.14;2.94;4.66;6.17;0.98;3.5;4.65;3.94;1.87;3.17;3
54;5;5.92;1.23;8.56;1.15;7.92;5.93;6.57;1.49;7.46;3.06;3.25;7.78;7.14;0.58;3.47;3
54;6;2.52;7.41;7.67;3.28;5.47;5.95;4.44;1.86;8.68;1.53;1.42;1.74;1.02;3.16;4.89;3
54;7;6.41;3.41;3.33;8.46;1.56;9.88;1.16;9.6;4.0;7.74;5.32;9.31;2.52;4.56;0.67;3
54;8;8.83;9.76;5.23;4.02;3.9;0.07;2.3;6.38;6.8;4.51;3.48;2.88;1.1;0.71;9.35;3
54;9;1.56;8.94;8.5;3.45;3.65;8.91;2.92;4.45;4.87;4.69;5.31;3.21;6.47;5.45;1.96;3
54;10;8.46;6.27;7.76;0.41;8.63;1.71;7.96;1.91;7.88;0.29;5.87;3.02;3.52;4.15;2.27;3
55;1;0.53;7.58;8.98;5.25;3.8;6.45;0.83;1.53;8.3;5.21;5.55;0.05;5.03;6.2;7.67;2
55;2;2.24;5.38;4.42;8.24;9.82;7.06;1.22;5.31;0.12;9.89;3.39;1.48;2.47;0.01;3.6;2
55;3;0.86;8.3;9.21;6.23;7.7;5.75;2.3;5.48;4.31;6.02;8.15;5.49;8.51;2.79;3.32;2
55;4;8.99;5.39;5.1;6.35;3.77;1.68;1.1;8.9;8.08;9.69;0.19;9.12;0.58;1.69;7.34;2
55;5;0.32;1.35;6.19;8.65;1.53;3.59;9.46;0.26;8.72;0.21;6.34;5.45;8.57;4.87;0.87;2
55;6;1.77;2.11;0.13;8.26;2.49;6.83;8.16;6.36;3.43;5.67;1.49;2.64;3.77;7.53;2.09;2
55;7;0.88;8.41;2.2;6.57;3.33;0.25;4.37;5.86;3.08;0.4;0.04;2.11;5.67;3.85;2.76;2
55;8;1.64;4.08;1.62;9.87;0.67;8.48;6.99;1.14;9.72;9.4;5.38;5.55;2.14;8.35;5.52;2
55;9;5.62;8.73;5.8;5.15;0.05;7.27;3.94;2.9;7.09;9.44;6.08;9.34;4.82;4.31;2.51;2
55;10;4.25;9.6;3.28;5.6;1.81;5.31;8.16;1.27;2.82;4.5;0.2;5.54;8.93;0.82;5.82;2
56;1;8.43;3.61;1.92;0.37;6.21;9.64;6.45;7.03;9.87;8.94;3.19;7.36;2.45;6.19;3.86;1
56;2;0.56;5.0;0.2;4.26;6.13;2.47;2.87;6.22;1.89;1.94;1.18;9.98;1.67;8.64;2.89;1
56;3;7.17;9.9;8.61;2.44;7.51;2.89;9.44;5.34;3.56;2.16;1.74;1.72;9.09;2.05;4.18;1
56;4;5.48;8.5;7.73;3.57;1.01;3.58;4.77;1.38;0.36;3.77;0.47;5.06;4.24;0.25;5.26;1
56;5;3.74;8.21;9.89;3.36;3.68;5.26;9.72;6.87;2.83;8.08;1.51;5.24;2.09;3.45;9.04;1
56;6;4.59;4.15;7.41;9.59;4.24;2.5;6.22;4.35;0.35;0.34;3.64;2.76;0.74;6.51;5.82;1
56;7;5.38;2.27;4.21;9.77;4.79;1.72;4.34;4.73;4.78;9.83;6.57;5.49;9.16;0.49;7.69;1
56;8;5.43;9.38;2.53;9.56;5.63;3.76;4.87;9.19;3.54;4.04;7.79;9.22;9.79;7.05;7.08;1
56;9;1.93;7.88;0.8;2.84;7.03;5.78;5.78;3.31;1.25;0.78;2.21;4.58;3.79;8.82;5.53;1
56;10;7.95;4.33;7.83;3.54;6.74;4.46;0.21;6.9;8.54;1.6;4.02;5.71;0.64;2.08;6.34;1
57;1;2.79;3.9;6.53;2.18;5.4;1.18;1.85;6.53;8.74;3.61;7.41;4.01;2.87;7.51;1.07;1
57;2;9.13;0.99;2.12;6.59;3.38;3.64;3.52;5.09;3.98;4.03;3.39;9.46;5.95;2.6;9.13;1
57;3;2.02;8.1;4.56;9.79;2.4;3.7;6.06;5.09;1.18;9.72;0.78;6.32;9.74;4.69;1.35;1
57;4;5.57;7.39;7.97;1.05;5.5;5.59;8.41;4.02;7.39;4.19;0.11;0.83;1.94;5.57;7.82;1
57;5;3.79;8.11;7.22;0.53;6.02;0.69;0.02;7.61;8.5;8.39;5.17;6.38;4.0;4.0;1.74;1
57;6;3.84;6.47;5.69;4.07;1.27;3.84;8.21;7.79;4.34;5.89;2.71;4.58;4.9;6.2;0.92;1
57;7;3.29;6.4;1.04;4.7;1.69;9.72;9.95;2.73;5.96;2.67;9.33;8.76;0.5;1.78;0.28;1
57;8;8.17;0.89;3.55;7.33;5.69;1.76;0.31;6.98;3.63;2.71;6.43;5.32;2.68;9.28;5.42;1
57;9;7.62;1.91;4.34;7.02;8.3;9.35;2.28;6.75;8.37;9.5;5.76;0.45;4.97;8.31;9.91;1
57;10;7.37;2.57;1.78;5.97;1.31;0.62;3.53;5.9;1.13;2.22;2.64;4.05;2.82;2.23;7.46;1
58;1;8.63;0.96;9.96;5.69;8.61;5.13;8.1;5.98;5.37;6.46;3.05;5.42;4.6;2.2;1.73;3
58;2;0.57;3.06;6.01;1.4;6.58;7.93;3.9;0.44;5.04;8.38;1.37;2.41;8.15;9.57;6.94;3
58;3;8.31;9.11;7.31;1.9;2.63;0.08;7.31;2.38;4.6;3.52;2.74;7.96;8.01;0.74;8.8;3
58;4;9.25;4.22;9.09;2.42;8.05;9.34;7.29;5.98;0.02;2.9;3.53;9.56;5.15;7.48;6.31;3
58;5;1.43;5.96;4.71;5.24;3.38;6.18;4.32;4.69;9.15;5.99;9.05;7.46;5.33;7.98;9.45;3
58;6;1.98;6.53;4.74;2.8;2.53;6.94;0.03;1.88;3.38;3.93;0.36;0.3;3.32;8.78;4.21;3
58;7;9.96;8.92;9.61;2.11;3.06;2.2;8.86;8.56;0.8;7.43;2.46;9.32;6.91;3.92;3.87;3
58;8;8.43;0.86;9.66;4.54;5.87;4.46;3.25;3.76;4.74;8.7;6.35;9.21;4.65;8.63;6.64;3
58;9;3.71;6.27;8.14;5.48;1.82;0.05;7.0;2.81;7.21;0.64;9.44;5.36;2.72;0.31;1.94;3
58;10;0.21;7.11;0.75;3.22;8.53;4.26;2.9;6.0;3.88;8.63;5.05;4.07;8.12;1.73;5.79;3
59;1;1.73;1.63;6.67;5.59;6.32;8.08;1.66;0.16;8.7;9.79;9.83;7.68;8.37;3.69;4.97;1
59;2;2.15;2.31;2.8;7.61;9.32;3.44;7.43;9.61;9.97;3.0;5.33;0.76;1.22;7.54;3.91;1
59;3;4.62;4.26;9.29;3.2;9.08;8.57;6.85;3.61;0.97;0.45;7.08;7.63;7.62;1.8;0.33;1
59;4;8.84;5.13;5.53;1.34;5.43;0.36;2.36;9.93;5.1;9.79;3.12;3.2;7.66;2.24;1.46;1
59;5;1.11;9.36;8.99;3.89;2.34;4.07;9.28;5.61;1.91;0.96;7.02;7.41;8.36;3.78;0.72;1
59;6;3.77;4.84;3.34;4.07;3.66;1.33;1.47;8.59;6.68;0.18;4.08;9.94;7.52;4.77;1.02;1
59;7;4.92;3.88;1.05;5.74;0.6;6.54;5.83;4.07;7.67;9.84;7.42;5.6;4.74;4.19;2.0;1
59;8;5.9;3.25;5.37;4.81;0.82;7.17;6.41;4.32;2.47;4.73;2.51;6.24;6.02;8.01;7.63;1
59;9;3.18;2.31;0.61;8.63;5.57;2.96;7.99;0.55;3.92;1.7;1.27;6.7;0.22;3.43;9.11;1
59;10;6.06;1.16;3.39;4.15;5.37;9.5;7.56;8.51;8.42;0.33;4.17;6.76;6.0;6.88;6.17;1
60;1;2.52;5.11;7.5;6.12;6.18;8.22;9.48;8.89;4.18;2.33;3.23;6.27;3.72;4.63;1.14;1
60;2;1.08;7.77;7.05;3.11;1.19;7.85;9.56;3.64;7.9;1.65;4.98;2.24;8.34;8.35;0.11;1
60;3;6.58;9.96;1.03;6.08;3.27;0.77;5.85;2.64;7.49;8.03;6.76;8.95;4.99;7.02;5.07;1
60;4;9.09;3.79;1.3;4.47;7.34;9.81;8.58;6.86;1.94;2.31;6.11;3.46;1.86;3.06;2.68;1
60;5;0.93;1.8;9.69;0.79;8.92;6.28;7.27;7.78;9.86;3.35;6.07;2.81;4.6;8.54;8.96;1
60;6;7.26;8.09;2.31;8.22;2.35;1.23;7.77;9.64;5.37;0.75;0.28;8.75;2.46;0.37;6.93;1
60;7;7.48;0.97;2.69;9.21;5.77;0.93;1.77;5.86;4.54;0.22;6.45;0.22;0.97;8.56;9.62;1
60;8;5.81;1.97;3.68;1.01;6.75;1.73;5.75;8.44;6.46;7.29;7.82;0.92;4.44;7.48;9.56;1
60;9;4.69;5.89;5.86;0.95;7.62;9.16;1.21;3.83;9.12;1.72;5.62;6.36;5.57;0.43;4.44;1
60;10;4.05;0.06;1.69;6.43;1.39;1.41;8.66;2.48;5.27;1.4;9.97;8.37;2.02;3.28;5.23;1
61;1;3.16;6.65;6.34;1.92;0.97;2.48;1.06;9.75;1.03;2.68;5.23;5.85;5.03;7.01;0.58;1
61;2;7.28;4.68;9.27;7.9;6.08;7.69;5.34;3.48;3.55;6.28;5.38;2.4;1.48;2.31;6.64;1
61;3;6.94;1.02;8.04;7.34;6.62;1.55;9.32;1.07;5.49;5.84;2.9;5.26;4.31;3.07;6.86;1
61;4;0.93;1.11;9.92;2.32;0.63;5.93;0.41;2.62;3.62;7.77;8.05;0.46;1.26;7.98;6.15;1
61;5;2.25;3.05;4.37;9.26;6.46;5.83;2.91;9.64;6.65;0.07;4.44;1.52;9.07;6.2;8.45;1
61;6;5.75;7.44;9.71;8.86;9.54;9.34;3.23;8.86;7.13;4.27;0.71;3.74;5.07;0.88;0.96;1
61;7;9.06;7.98;9.83;6.44;6.26;2.2;2.93;5.58;7.92;7.82;5.09;2.58;4.68;8.97;4.94;1
61;8;3.51;7.7;1.03;6.22;6.95;1.05;2.95;1.5;8.19;4.09;7.4;6.23;7.61;8.16;1.5;1
61;9;2.38;8.86;2.0;3.87;7.95;5.09;3.83;8.11;9.48;2.84;9.25;3.34;0.59;7.09;4.6;1
61;10;5.98;0.3;0.88;7.26;1.96;9.78;6.47;7.88;1.38;2.74;1.67;7.8;7.36;3.31;8.91;1
62;1;1.5;5.07;1.99;6.31;3.39;2.44;1.03;1.14;4.34;8.56;2.47;8.58;2.75;9.26;8.99;1
62;2;3.99;1.05;5.29;4.18;7.92;7.47;3.31;2.07;4.9;6.39;0.42;7.36;0.73;0.77;7.51;1
62;3;0.6;0.52;6.3;6.69;8.71;9.35;9.46;5.16;1.38;7.83;3.21;0.67;8.35;5.77;1.96;1
62;4;4.62;2.54;9.18;2.27;1.45;2.98;9.92;0.7;5.1;7.82;3.71;4.78;5.12;5.76;4.18;1
62;5;8.46;4.09;4.95;5.77;9.01;0.78;8.79;0.08;9.17;3.38;9.8;3.22;7.15;4.92;5.41;1
62;6;0.79;8.37;9.74;9.7;7.2;5.32;5.52;9.09;9.48;5.91;7.25;5.27;3.64;9.44;0.27;1
62;7;7.4;8.61;2.25;4.11;3.99;2.51;5.6;5.41;0.64;9.38;6.04;7.96;2.02;7.0;0.61;1
62;8;0.74;4.47;4.93;9.87;5.11;2.01;9.83;7.65;2.24;9.15;6.72;0.88;3.09;2.43;2.5;1
62;9;3.16;5.73;8.06;6.85;1.5;4.64;7.46;4.92;2.8;0.21;9.11;8.03;5.68;9.93;8.74;1
62;10;3.89;1.95;1.54;5.48;1.43;0.44;8.43;0.5;1.71;3.72;4.48;5.24;1.47;8.83;1.7;1
63;1;7.84;8.59;5.12;7.0;9.34;3.9;6.52;4.14;9.1;2.64;2.16;2.63;1.2;4.98;7.03;1
63;2;7.01;5.64;6.06;8.41;7.12;8.23;2.15;0.68;4.85;4.21;9.27;0.84;5.3;7.34;8.81;1
63;3;4.6;6.55;4.22;3.69;1.16;6.42;0.71;3.94;0.74;9.67;1.97;2.36;2.0;2.49;4.14;1
63;4;0.07;4.96;9.06;8.32;9.74;9.32;5.13;1.82;8.06;8.51;7.11;7.15;4.59;5.82;3.6;1
63;5;6.44;9.88;4.24;9.75;2.58;4.52;2.28;6.25;2.1;5.14;9.13;4.48;3.06;5.54;7.56;1
63;6;8.06;7.68;1.41;8.01;2.35;5.43;7.06;5.72;1.9;2.39;7.7;1.32;7.04;9.43;3.27;1
63;7;5.95;7.43;0.5;3.14;3.26;8.0;7.05;0.65;8.74;5.39;1.15;5.44;0.79;0.33;6.59;1
63;8;6.47;6.57;4.97;2.93;5.39;9.52;1.87;5.75;0.24;3.49;4.68;1.2;4.64;0.66;8.07;1
63;9;6.79;6.8;4.44;9.48;4.51;4.84;8.9;0.98;1.39;7.73;5.7;6.06;6.62;9.12;2.07;1
63;10;5.65;7.24;5.66;7.01;1.48;6.53;9.25;9.56;3.84;9.23;5.24;4.68;0.66;1.38;9.45;1
64;1;9.87;9.52;2.59;5.86;0.31;6.07;0.08;4.52;2.08;6.9;1.38;4.71;5.01;2.87;4.58;3
64;2;1.27;5.03;8.91;4.93;9.47;8.33;3.26;9.15;3.61;4.06;3.47;1.77;7.05;7.62;4.27;3
