id;tp;a;b;c;d;e;f;dec
47;12;6.727;6.901;19.101;33.922;42.861;47.956;1
47;13;5.301;13.656;6.827;4.139;18.699;51.414;1
47;14;7.642;6.358;10.251;16.332;49.023;27.392;1
47;15;0.769;5.817;25.996;32.223;13.259;31.023;1
47;16;1.001;6.147;28.662;26.183;23.932;16.721;1
47;17;6.947;5.714;5.512;14.769;30.114;20.032;1
47;18;1.0;13.944;2.234;3.616;14.535;26.485;1
47;19;2.662;14.08;20.402;9.93;15.153;22.027;1
47;20;2.726;15.735;0.695;30.336;5.649;10.391;1
48;1;7.353;3.875;24.612;13.138;15.203;36.028;3
48;2;9.606;1.8;14.571;29.36;45.027;42.412;3
48;3;6.907;2.107;24.097;25.25;41.699;2.821;3
48;4;1.878;6.635;16.859;31.78;30.706;57.439;3
48;5;9.391;11.323;1.082;5.762;38.574;41.699;3
48;6;5.58;5.719;14.483;23.535;30.31;42.943;3
48;7;5.441;7.722;20.801;16.688;37.528;24.071;3
48;8;0.472;14.687;11.263;22.013;0.166;28.728;3
48;9;6.525;13.939;5.998;7.217;47.146;41.978;3
48;10;8.0;3.597;15.198;19.792;31.472;33.28;3
48;11;2.227;12.266;19.764;14.2;9.518;55.783;3
48;12;0.616;18.627;7.367;28.654;29.879;16.563;3
48;13;7.621;13.992;22.664;35.967;31.564;25.686;3
48;14;8.926;10.665;18.358;0.582;49.517;51.85;3
48;15;4.231;5.637;13.926;32.262;43.846;12.282;3
48;16;4.601;5.675;8.866;6.899;6.521;8.942;3
48;17;8.794;5.788;9.419;34.042;0.463;13.435;3
48;18;0.107;1.995;24.455;5.098;4.113;3.368;3
48;19;5.357;19.618;12.005;28.875;47.019;30.071;3
48;20;7.672;7.821;27.579;20.305;49.316;47.745;3
49;1;4.153;11.015;18.109;21.589;30.774;5.725;3
49;2;4.002;7.763;2.646;3.324;19.507;12.102;3
49;3;6.677;15.533;28.899;22.729;27.666;8.907;3
49;4;7.219;18.268;7.269;3.025;43.678;35.667;3
49;5;7.114;8.74;1.723;25.151;46.7;19.701;3
49;6;4.823;19.628;6.568;4.61;36.832;6.702;3
49;7;3.222;6.779;25.938;14.174;23.2;40.41;3
49;8;2.62;11.613;11.2;39.07;41.153;46.26;3
49;9;0.815;19.828;17.744;12.638;17.356;26.003;3
49;10;5.8;12.848;15.01;33.411;24.62;48.31;3
49;11;9.809;17.272;19.977;10.294;7.388;40.817;3
49;12;6.734;2.098;7.758;14.813;36.926;24.577;3
49;13;2.822;8.558;7.126;9.615;6.358;50.936;3
49;14;2.045;5.492;2.848;21.557;32.344;43.058;3
49;15;6.405;4.325;17.436;12.297;5.218;18.512;3
49;16;2.872;5.956;27.388;27.775;27.639;39.626;3
49;17;2.273;13.365;19.091;11.296;37.173;42.259;3
49;18;6.17;19.78;18.216;26.087;47.901;8.211;3
49;19;9.151;9.588;7.477;4.185;24.079;23.538;3
49;20;6.736;13.761;25.415;1.972;19.801;20.915;3
50;1;9.135;0.312;22.679;9.838;7.218;57.579;2
50;2;5.577;8.525;2.299;27.579;21.157;58.707;2
50;3;2.13;9.844;10.325;10.347;37.083;22.709;2
50;4;5.705;15.816;21.974;5.073;40.03;50.049;2
50;5;6.488;19.958;2.153;2.267;14.129;19.348;2
50;6;8.343;8.173;22.341;8.706;3.116;22.24;2
50;7;3.798;1.985;16.084;6.005;14.137;53.1;2
50;8;2.514;1.236;26.646;5.967;20.887;5.125;2
50;9;1.591;5.715;10.445;5.738;46.595;27.144;2
50;10;9.21;10.778;19.886;8.734;40.607;16.076;2
50;11;0.88;15.845;13.584;10.633;22.267;6.849;2
50;12;6.22;12.66;10.46;5.958;30.762;25.661;2
50;13;6.613;19.278;28.763;27.399;25.435;53.446;2
50;14;8.555;11.645;25.516;3.876;34.182;17.955;2
50;15;5.226;7.267;25.792;31.792;48.951;15.07;2
50;16;7.869;7.208;3.375;21.59;14.85;13.724;2
50;17;3.567;0.239;0.41;16.362;42.663;45.339;2
50;18;8.017;9.81;20.825;35.513;4.23;58.794;2
50;19;0.313;9.981;8.758;4.317;13.37;46.597;2
50;20;9.292;9.117;28.135;2.152;22.18;41.898;2
51;1;2.372;4.428;28.047;34.902;8.93;29.096;2
51;2;9.361;15.333;29.55;21.204;1.696;47.53;2
51;3;8.521;19.772;11.341;27.102;27.43;54.868;2
51;4;4.781;15.825;19.64;2.499;11.705;0.295;2
51;5;1.961;3.366;15.327;9.994;32.649;44.9;2
51;6;3.588;17.035;0.555;5.349;47.961;23.664;2
51;7;3.603;0.258;23.006;20.237;12.199;36.967;2
51;8;8.568;13.273;4.929;29.371;12.878;19.054;2
51;9;8.089;18.674;19.631;8.834;3.568;56.99;2
51;10;7.034;17.979;21.1;6.234;48.371;25.968;2
51;11;7.58;5.983;24.209;36.94;41.197;26.198;2
51;12;4.437;7.099;25.641;0.535;22.399;1.136;2
51;13;7.358;11.575;22.35;24.12;9.5;10.531;2
51;14;7.508;18.736;1.783;33.969;16.259;58.003;2
51;15;2.324;7.99;23.123;4.637;31.67;50.614;2
51;16;0.069;3.651;5.657;14.641;18.968;9.956;2
51;17;2.05;17.34;26.624;36.796;41.09;34.327;2
51;18;3.101;0.063;27.633;14.859;35.081;23.219;2
51;19;5.927;10.113;22.581;27.762;15.194;4.291;2
51;20;1.679;17.845;10.919;5.087;42.032;41.175;2
52;1;8.879;17.076;18.474;12.456;49.71;39.683;1
52;2;2.03;17.844;21.72;39.953;15.499;48.98;1
52;3;4.583;0.56;0.455;30.601;9.194;59.653;1
52;4;6.05;6.209;11.023;4.932;27.014;44.619;1
52;5;1.596;12.22;3.208;16.134;33.01;14.595;1
52;6;2.343;11.41;3.474;29.573;2.171;38.807;1
52;7;3.761;13.473;7.156;10.89;15.897;57.8;1
52;8;0.992;18.964;16.022;1.934;48.017;47.539;1
52;9;4.425;5.013;9.407;11.657;39.063;42.37;1
52;10;4.202;4.288;15.123;14.464;18.426;0.329;1
52;11;6.548;6.842;3.552;31.535;22.02;28.035;1
52;12;0.964;15.62;2.007;35.281;5.842;58.849;1
52;13;2.12;12.82;21.532;29.072;30.433;7.875;1
52;14;6.228;0.473;23.867;19.173;4.968;31.322;1
52;15;7.743;0.822;23.807;22.471;15.691;44.541;1
52;16;3.002;5.788;16.581;36.296;48.558;12.661;1
52;17;2.978;3.639;17.356;7.257;4.629;39.259;1
52;18;7.413;2.173;5.094;6.274;28.543;55.527;1
52;19;5.616;15.872;25.02;12.788;44.57;31.359;1
52;20;2.029;8.996;5.1;8.976;16.331;46.762;1
53;1;4.507;3.574;5.477;37.641;0.076;58.101;1
53;2;5.433;16.051;1.33;25.2;49.262;49.718;1
53;3;9.019;10.884;1.206;19.23;12.425;51.464;1
53;4;7.8;19.842;26.565;38.834;40.576;59.285;1
53;5;4.947;15.656;17.595;39.377;30.992;20.194;1
53;6;6.716;15.171;26.255;35.008;18.796;3.545;1
53;7;0.127;14.578;0.855;0.006;41.695;0.862;1
53;8;1.463;6.854;0.326;15.343;35.689;42.224;1
53;9;9.683;12.985;18.348;10.986;38.525;43.996;1
53;10;3.298;19.317;20.128;29.154;32.515;16.176;1
53;11;6.902;1.2;9.619;38.19;16.015;33.185;1
53;12;9.409;18.707;3.1;9.191;6.982;24.973;1
53;13;0.237;18.293;22.257;6.669;1.834;30.165;1
53;14;1.339;18.34;15.801;0.776;21.784;15.459;1
53;15;1.529;2.803;9.913;26.482;6.621;24.063;1
53;16;9.521;13.524;15.416;24.202;38.529;6.051;1
53;17;1.792;2.849;11.791;11.022;18.802;26.11;1
53;18;3.62;6.165;20.539;26.266;27.452;2.024;1
53;19;4.807;16.567;13.39;5.709;28.39;3.958;1
53;20;6.658;19.731;12.76;14.653;40.519;50.975;1
54;1;3.318;9.123;27.031;36.968;27.005;39.987;3
54;2;3.109;15.865;28.135;24.766;10.68;14.218;3
54;3;9.153;16.84;2.942;11.631;36.648;16.927;3
54;4;8.375;1.524;9.509;19.104;35.48;4.926;3
54;5;2.321;9.48;29.285;9.324;13.807;41.748;3
54;6;0.794;5.098;21.774;5.362;2.533;48.046;3
54;7;4.157;3.731;3.498;12.695;5.391;31.677;3
54;8;7.668;16.338;2.366;18.784;2.512;35.275;3
54;9;5.984;6.085;3.53;23.762;21.785;20.368;3
54;10;7.53;7.651;10.622;22.697;47.636;3.366;3
54;11;0.952;8.98;6.39;12.787;36.526;55.506;3
54;12;9.558;2.697;19.398;29.815;40.31;18.237;3
54;13;4.696;1.97;27.655;7.425;15.902;36.069;3
54;14;6.084;0.522;22.028;5.616;13.268;15.812;3
54;15;6.611;19.405;5.014;11.965;3.531;2.704;3
54;16;8.842;3.784;21.77;20.9;4.626;5.157;3
54;17;6.733;4.056;13.086;29.33;20.787;7.212;3
54;18;1.506;9.946;12.45;16.381;11.014;13.723;3
54;19;1.091;11.206;8.993;7.838;7.824;50.273;3
54;20;6.901;5.031;23.924;39.983;21.34;35.609;3
55;1;5.174;13.152;11.947;39.046;6.41;24.031;2
55;2;4.608;19.56;22.437;38.651;39.953;1.664;2
55;3;0.831;11.021;27.452;16.44;3.637;18.372;2
55;4;6.965;17.884;15.262;21.082;6.595;21.476;2
55;5;7.633;1.555;0.766;18.761;46.295;21.839;2
55;6;9.705;8.325;1.236;22.181;22.107;8.081;2
55;7;6.075;0.043;19.827;25.918;38.768;38.314;2
55;8;7.124;13.428;16.653;3.099;28.685;32.389;2
55;9;9.177;17.404;23.219;28.047;32.038;31.391;2
55;10;5.049;15.022;12.601;3.345;3.343;12.056;2
55;11;9.089;14.312;29.264;6.594;7.768;55.267;2
55;12;0.779;8.604;26.466;3.935;2.474;45.138;2
55;13;7.764;6.768;11.823;19.494;26.095;0.119;2
55;14;4.068;6.374;20.687;15.02;28.935;50.242;2
55;15;3.81;14.591;6.05;26.721;33.371;18.71;2
55;16;6.075;3.423;29.344;15.93;31.878;57.245;2
55;17;6.109;17.203;3.107;3.62;8.08;41.125;2
55;18;7.822;16.109;29.052;9.615;21.46;2.244;2
55;19;7.686;13.876;7.783;29.007;6.806;13.421;2
55;20;3.906;15.892;18.764;8.203;41.999;36.999;2
56;1;7.665;4.904;29.035;9.057;37.846;12.166;1
56;2;8.507;14.239;29.19;19.28;22.585;3.605;1
56;3;6.924;3.697;5.053;8.986;43.185;19.005;1
56;4;0.026;4.477;10.07;24.093;19.268;30.911;1
56;5;7.41;10.976;24.256;34.456;47.165;7.434;1
56;6;7.945;2.096;27.836;2.036;24.452;8.566;1
56;7;6.096;14.284;4.872;34.856;20.795;34.143;1
56;8;1.882;14.614;29.767;38.232;43.055;57.173;1
56;9;2.229;9.191;18.433;12.788;38.147;11.191;1
56;10;9.262;1.702;27.173;18.979;38.527;43.247;1
56;11;4.448;13.562;17.099;33.565;6.889;43.623;1
56;12;2.336;1.276;16.585;14.127;19.671;12.4;1
56;13;8.452;16.879;20.173;21.964;40.598;12.976;1
56;14;0.947;0.068;5.708;22.483;38.075;19.435;1
56;15;7.474;11.171;8.699;15.077;16.342;12.298;1
56;16;1.011;17.906;4.701;0.172;32.949;39.539;1
56;17;2.959;15.471;11.351;34.316;1.732;5.301;1
56;18;9.244;5.551;17.63;35.275;4.715;1.032;1
56;19;4.985;12.225;11.513;11.338;9.772;9.064;1
56;20;6.844;15.902;15.065;14.322;4.954;49.596;1
57;1;3.835;16.453;18.702;5.477;17.92;31.046;1
57;2;5.152;2.183;23.926;2.616;10.5;9.642;1
57;3;5.958;12.589;19.879;29.56;45.373;23.653;1
57;4;5.551;11.948;22.919;17.717;46.59;58.508;1
57;5;0.936;4.511;1.742;10.544;39.55;44.19;1
57;6;8.84;0.122;20.035;33.205;30.432;2.361;1
57;7;2.507;18.26;10.28;12.628;48.233;43.967;1
57;8;6.973;8.412;11.219;6.164;39.273;59.691;1
57;9;2.533;19.211;1.158;25.441;13.178;26.391;1
57;10;1.352;7.25;12.255;5.293;24.268;46.687;1
57;11;6.812;16.998;11.087;10.955;11.318;59.543;1
57;12;6.002;1.555;4.31;34.315;4.534;29.919;1
57;13;7.937;18.387;15.931;27.736;26.009;9.483;1
57;14;6.346;19.329;25.352;1.745;27.115;14.324;1
57;15;3.244;1.283;16.204;26.991;41.265;14.472;1
57;16;2.079;7.073;23.539;23.179;45.905;17.24;1
57;17;2.14;1.063;26.075;2.092;14.49;56.396;1
57;18;6.293;16.037;19.937;24.532;18.597;47.694;1
57;19;0.138;16.355;11.956;14.882;33.02;27.553;1
57;20;6.086;18.357;18.729;18.23;15.461;59.795;1
58;1;0.721;11.563;23.853;32.646;16.586;49.881;1
58;2;9.161;13.075;28.685;36.72;28.682;14.232;1
58;3;0.902;16.397;11.16;10.246;25.717;19.002;1
58;4;5.99;18.32;20.692;7.508;42.467;1.113;1
58;5;9.174;7.842;11.08;36.352;0.872;33.394;1
58;6;4.268;2.907;16.226;16.162;26.113;30.545;1
58;7;7.177;13.562;8.013;22.592;30.107;29.057;1
58;8;1.095;8.396;24.349;24.806;19.855;52.078;1
58;9;4.551;12.878;2.062;36.083;46.16;53.602;1
58;10;0.26;5.444;7.263;36.931;42.706;56.035;1
58;11;4.773;11.275;26.251;28.993;46.013;15.795;1
58;12;4.899;9.22;1.736;35.411;22.705;32.265;1
58;13;5.386;4.216;23.064;38.208;13.496;2.005;1
58;14;2.38;8.305;10.061;0.995;9.282;40.897;1
58;15;8.47;7.967;14.515;31.09;39.27;5.18;1
58;16;4.041;12.379;3.878;17.933;35.73;1.347;1
58;17;9.428;11.85;17.801;36.123;28.422;10.572;1
58;18;8.286;9.294;3.871;20.119;30.617;10.075;1
58;19;3.22;13.737;16.789;28.438;15.792;17.801;1
58;20;5.791;18.211;0.342;33.919;13.895;49.87;1
59;1;1.082;3.748;19.116;29.794;19.03;27.145;1
59;2;1.739;6.042;14.745;5.294;40.721;21.773;1
59;3;6.667;13.145;12.783;2.897;40.716;7.114;1
59;4;1.704;6.613;10.216;3.808;15.985;15.469;1
59;5;4.703;5.326;1.405;36.456;25.315;6.39;1
59;6;5.27;3.718;9.093;12.194;31.292;51.117;1
59;7;8.497;4.6;29.573;33.488;24.612;40.492;1
59;8;5.24;13.131;27.941;20.524;31.996;22.788;1
59;9;6.844;4.924;14.012;28.998;17.66;47.058;1
59;10;3.826;19.296;9.645;37.302;47.516;35.094;1
59;11;7.685;9.983;28.788;1.202;27.685;34.778;1
59;12;3.25;10.716;17.448;31.599;19.308;11.618;1
59;13;7.366;18.574;17.336;24.199;8.242;14.714;1
59;14;3.232;17.566;1.66;30.758;37.868;25.834;1
59;15;7.042;3.969;27.733;15.529;3.644;34.526;1
59;16;3.103;2.79;2.4;18.801;14.475;35.882;1
59;17;2.079;4.451;28.299;7.356;37.48;35.885;1
59;18;3.297;6.237;21.387;2.617;4.291;30.856;1
59;19;0.829;11.077;9.288;1.212;47.451;37.763;1
59;20;1.126;8.405;3.471;23.609;47.151;16.64;1
60;1;4.064;18.064;19.452;36.96;32.012;3.715;2
60;2;1.449;4.438;20.21;18.839;33.416;40.123;2
60;3;1.205;8.001;24.62;4.672;24.759;52.653;2
60;4;2.952;0.253;0.109;27.197;5.922;9.08;2
60;5;0.903;11.052;7.13;30.304;36.715;16.441;2
60;6;5.042;16.395;25.182;15.566;4.194;59.73;2
60;7;4.09;11.892;8.565;32.12;7.267;14.344;2
60;8;3.646;5.842;8.161;13.798;49.357;10.574;2
60;9;1.853;16.907;11.934;7.507;4.38;38.97;2
60;10;1.905;7.218;19.359;31.601;9.477;31.143;2
60;11;0.089;18.636;4.372;35.235;22.776;18.689;2
60;12;0.512;3.122;23.261;16.081;39.713;12.916;2
60;13;0.599;8.496;9.872;25.384;13.455;15.527;2
60;14;4.605;0.007;8.143;24.103;28.426;36.099;2
60;15;5.775;15.302;0.132;29.547;14.047;13.91;2
60;16;1.806;8.037;4.521;4.237;47.297;9.725;2
60;17;3.795;16.406;14.186;9.37;38.704;45.126;2
60;18;6.066;15.635;20.136;3.198;45.992;11.641;2
60;19;2.566;5.574;25.246;22.137;3.546;39.443;2
60;20;7.792;11.255;3.174;21.394;44.755;44.06;2
61;1;4.627;8.01;22.137;5.199;20.451;3.759;3
61;2;5.331;14.404;0.22;18.887;37.596;43.626;3
61;3;2.098;13.237;19.951;12.415;21.941;36.192;3
61;4;9.505;15.078;20.74;15.807;20.665;31.56;3
61;5;3.41;12.154;4.706;3.424;38.706;11.893;3
61;6;8.243;16.411;6.377;4.5;28.207;27.016;3
61;7;7.092;0.615;14.824;25.423;11.841;48.553;3
61;8;2.241;3.248;28.523;27.202;43.668;41.353;3
61;9;9.701;5.828;11.832;31.282;2.982;26.197;3
61;10;4.785;11.233;24.687;37.618;32.249;4.688;3
61;11;9.977;7.337;24.446;0.656;32.087;26.253;3
61;12;6.791;10.476;28.039;18.89;40.506;0.647;3
61;13;6.123;9.282;6.625;10.63;22.117;4.125;3
61;14;1.71;7.357;6.992;7.456;8.838;34.92;3
61;15;5.584;14.188;23.264;38.98;11.408;53.366;3
61;16;4.928;9.26;18.56;26.768;47.094;53.515;3
61;17;4.748;19.083;6.073;2.972;15.115;26.876;3
61;18;8.044;10.068;3.521;10.536;9.431;51.484;3
61;19;5.749;10.036;2.515;38.829;11.95;9.89;3
61;20;8.591;7.362;27.784;30.172;49.777;9.813;3
62;1;2.077;11.686;0.294;13.988;22.136;8.122;1
62;2;4.522;10.66;17.57;2.858;17.824;39.1;1
62;3;1.491;8.782;13.11;2.056;49.395;41.867;1
62;4;3.906;16.379;1.814;24.937;35.764;21.354;1
62;5;5.035;17.869;2.316;36.503;13.517;0.691;1
62;6;7.963;7.36;26.524;18.315;28.62;12.581;1
62;7;5.146;15.67;10.745;4.373;0.88;21.318;1
62;8;7.689;0.059;12.451;29.256;36.036;53.536;1
62;9;9.229;11.931;2.681;2.576;29.938;36.606;1
62;10;7.963;15.945;20.329;11.307;45.483;34.26;1
62;11;2.939;7.208;7.318;5.531;3.121;8.902;1
62;12;3.061;12.55;18.391;16.86;1.372;12.236;1
62;13;9.004;14.388;5.818;23.236;41.796;41.811;1
62;14;0.35;4.312;15.182;17.605;30.35;10.973;1
62;15;3.581;1.498;4.635;28.483;48.949;1.237;1
62;16;3.553;13.297;1.468;8.723;5.172;47.573;1
62;17;2.884;2.385;27.26;4.909;32.439;49.201;1
62;18;1.049;0.063;18.568;10.167;43.528;47.895;1
62;19;8.696;19.633;19.589;35.963;8.197;47.288;1
62;20;8.931;5.81;18.654;31.311;21.247;43.331;1
63;1;2.457;0.989;8.268;12.691;16.604;41.453;1
63;2;4.443;19.822;11.999;0.808;10.899;12.715;1
63;3;2.89;10.693;15.078;20.577;48.291;49.86;1
63;4;8.191;14.869;28.916;0.132;37.488;53.548;1
63;5;3.492;2.068;5.787;37.887;1.437;15.26;1
63;6;9.54;2.89;24.9;28.53;25.725;21.087;1
63;7;4.66;0.278;27.019;19.409;7.009;56.107;1
63;8;9.485;7.85;18.905;24.579;10.14;34.32;1
63;9;1.325;6.214;18.155;21.44;42.299;18.783;1
63;10;3.925;15.059;14.554;26.798;0.245;35.056;1
63;11;1.652;13.736;15.628;12.1;34.967;54.289;1
63;12;3.282;17.562;4.7;16.364;0.535;45.057;1
63;13;1.793;12.248;10.353;23.697;19.39;29.472;1
63;14;8.49;0.691;24.343;25.482;16.388;25.796;1
63;15;5.971;3.434;0.123;6.278;41.997;54.778;1
63;16;2.951;15.217;20.904;9.998;9.358;8.898;1
63;17;0.976;4.446;6.665;23.819;30.052;50.303;1
63;18;9.891;18.509;7.631;26.066;48.404;17.281;1
63;19;6.094;12.263;26.175;3.447;27.852;33.516;1
63;20;9.188;12.287;0.285;25.906;46.987;33.252;1
64;1;8.496;2.733;16.822;6.355;31.792;38.975;1
64;2;0.666;13.211;2.352;28.675;4.55;12.553;1
64;3;1.544;16.565;0.715;37.487;24.634;55.278;1
64;4;8.602;11.732;28.027;2.26;6.469;12.395;1
64;5;1.464;13.887;12.498;4.525;29.729;53.999;1
64;6;3.559;6.131;2.727;20.863;23.179;2.609;1
64;7;6.681;11.987;12.023;6.402;46.444;16.132;1
64;8;7.679;7.65;15.816;3.593;47.599;19.969;1
64;9;4.518;6.105;9.752;9.631;45.393;30.423;1
64;10;3.32;15.653;9.154;6.778;26.086;13.063;1
64;11;9.783;15.851;9.054;36.589;29.665;53.861;1
64;12;8.956;8.513;6.094;21.917;6.942;20.63;1
64;13;2.79;13.888;17.61;24.897;28.394;33.916;1
64;14;4.985;1.571;3.091;22.948;27.63;9.99;1
64;15;8.903;9.294;16.816;38.051;28.3;36.391;1
64;16;7.965;19.486;9.987;22.968;15.841;55.095;1
64;17;0.461;4.521;2.277;27.356;31.089;6.368;1
64;18;5.182;0.742;2.067;38.84;4.607;33.658;1
64;19;2.317;2.831;23.268;25.096;16.06;25.263;1
64;20;1.079;12.132;25.121;29.83;49.42;32.684;1
65;1;1.934;18.677;24.44;38.194;21.881;7.274;3
65;2;8.657;1.214;11.971;12.984;26.555;27.48;3
65;3;8.743;4.049;6.43;31.374;6.925;32.631;3
65;4;8.315;14.791;13.056;8.435;15.403;41.632;3
65;5;1.565;6.491;22.601;38.278;6.559;41.912;3
65;6;7.817;8.994;5.986;20.749;38.785;21.907;3
65;7;3.274;2.947;19.034;30.338;25.037;42.754;3
65;8;4.507;19.356;28.569;26.373;0.32;51.787;3
65;9;0.59;15.897;3.818;35.19;31.072;6.878;3
65;10;5.578;12.904;24.521;17.875;20.824;16.12;3
65;11;3.882;10.944;26.039;19.935;14.73;1.444;3
65;12;0.688;12.426;10.261;14.863;11.27;13.309;3
65;13;0.909;12.874;8.109;18.494;24.648;27.541;3
65;14;3.024;19.191;10.503;38.111;20.018;1.903;3
65;15;0.228;15.758;17.513;11.107;23.209;12.468;3
65;16;1.737;16.638;4.585;2.88;31.484;42.567;3
65;17;9.802;3.322;19.721;30.992;40.354;34.206;3
65;18;6.569;6.212;28.266;14.589;31.087;4.973;3
65;19;5.43;1.35;16.615;10.253;1.131;23.955;3
65;20;9.223;4.011;7.869;38.816;48.285;51.317;3
66;1;8.311;7.964;1.423;9.79;39.733;0.263;3
66;2;0.468;12.061;21.076;2.98;4.079;33.024;3
66;3;4.296;1.041;10.59;6.871;41.832;36.927;3
66;4;5.606;6.718;11.864;14.955;35.975;44.134;3
66;5;6.48;18.698;20.242;11.942;30.727;2.688;3
66;6;9.95;19.302;11.79;24.702;6.618;2.637;3
66;7;1.8;7.436;24.746;34.834;28.308;53.327;3
66;8;2.818;13.389;21.924;25.896;32.491;33.99;3
66;9;8.094;16.837;28.483;24.235;21.733;4.55;3
66;10;4.034;17.817;9.724;34.498;4.68;5.34;3
66;11;3.377;13.073;0.715;29.241;31.186;6.546;3
66;12;3.721;11.31;13.249;25.142;24.542;11.353;3
66;13;3.081;3.818;21.935;7.005;41.96;40.743;3
66;14;2.711;8.652;13.289;1.153;32.155;43.154;3
66;15;4.114;2.383;0.615;11.648;18.533;17.63;3
66;16;0.724;4.021;26.375;5.434;5.212;23.849;3
66;17;8.176;2.084;12.949;14.201;32.662;32.998;3
66;18;5.342;6.718;21.141;11.639;38.085;19.562;3
66;19;7.284;18.851;8.555;15.643;4.35;18.052;3
66;20;9.754;6.875;0.539;4.139;22.145;46.366;3
67;1;3.75;0.156;15.274;30.039;48.998;51.216;3
67;2;4.529;1.085;11.692;25.459;45.726;41.71;3
67;3;8.843;12.688;20.727;13.056;47.954;2.219;3
67;4;6.341;5.454;5.422;12.901;42.201;40.885;3
67;5;2.909;10.811;10.096;4.642;20.109;19.955;3
67;6;5.031;13.325;25.799;11.609;31.887;53.483;3
67;7;1.531;3.716;20.038;29.903;32.361;43.543;3
67;8;7.529;5.65;14.619;36.41;12.2;4.215;3
67;9;1.001;5.42;6.613;6.982;35.563;23.919;3
67;10;0.782;16.922;17.293;5.791;26.911;22.408;3
67;11;1.835;17.178;9.359;3.073;44.752;54.504;3
67;12;3.764;9.419;16.969;39.305;35.198;0.798;3
67;13;8.379;10.769;10.85;37.369;34.478;43.042;3
67;14;6.943;11.403;9.578;26.289;6.86;48.768;3
67;15;7.787;3.353;0.059;8.515;47.416;11.211;3
67;16;9.322;4.434;17.4;29.909;49.832;56.567;3
67;17;2.288;4.377;10.728;36.358;0.079;10.689;3
67;18;5.503;9.558;1.441;25.98;42.38;57.56;3
67;19;0.799;19.842;8.854;9.562;41.62;50.372;3
67;20;0.211;4.068;9.496;16.068;35.928;18.443;3
68;1;5.241;12.381;11.757;13.099;36.686;45.576;2
68;2;3.351;17.777;18.212;8.392;11.169;15.688;2
68;3;9.892;1.722;24.17;7.314;29.25;17.856;2
68;4;1.866;10.071;16.339;37.577;16.162;47.31;2
68;5;7.165;12.673;3.722;1.107;43.319;10.422;2
68;6;5.452;0.959;2.692;36.829;6.359;39.493;2
68;7;0.014;14.746;0.72;4.798;46.677;58.663;2
68;8;3.405;11.235;26.714;11.381;26.413;24.466;2
68;9;8.743;18.315;12.479;20.063;30.776;5.798;2
68;10;2.368;19.226;26.438;29.227;5.858;27.067;2
68;11;2.603;10.152;11.049;37.243;20.312;37.579;2
68;12;3.31;7.876;15.045;34.422;40.263;13.69;2
68;13;4.024;2.805;9.431;38.924;44.206;47.296;2
68;14;2.587;13.009;8.835;2.413;19.687;37.398;2
68;15;2.222;4.324;25.363;36.329;11.721;53.922;2
68;16;7.846;19.908;16.731;34.311;44.304;56.788;2
68;17;7.785;11.467;23.228;4.06;38.407;31.939;2
68;18;4.806;11.632;16.513;33.919;3.152;1.25;2
68;19;2.788;5.353;8.049;18.618;33.395;59.527;2
68;20;6.202;0.393;7.669;4.589;39.672;34.246;2
69;1;4.539;4.826;4.709;13.562;39.833;27.177;3
69;2;4.918;15.635;27.177;29.996;11.101;22.723;3
69;3;5.527;8.393;18.822;17.506;3.083;48.621;3
69;4;7.029;18.71;13.071;33.422;24.152;42.401;3
69;5;2.337;19.356;19.004;22.689;8.66;47.681;3
69;6;9.658;18.665;10.042;23.273;41.129;15.119;3
69;7;8.876;17.735;25.853;4.063;25.076;31.871;3
69;8;4.04;14.305;5.083;25.472;11.003;35.18;3
69;9;4.617;3.045;1.86;5.186;13.155;21.404;3
69;10;0.11;16.777;2.423;19.439;43.259;56.735;3
69;11;0.043;11.949;27.216;3.899;34.221;55.203;3
69;12;0.527;18.183;29.78;11.316;47.351;33.079;3
69;13;6.157;11.134;17.951;17.218;12.893;4.949;3
69;14;6.119;2.233;4.954;3.995;5.944;49.12;3
69;15;9.455;17.776;2.063;15.199;10.754;50.563;3
69;16;9.308;11.195;25.655;18.052;49.619;6.131;3
69;17;7.66;14.509;20.981;27.662;40.477;22.738;3
69;18;4.41;2.689;4.068;0.645;43.765;27.67;3
69;19;5.957;11.218;22.824;35.876;8.998;58.387;3
69;20;4.751;12.208;3.716;7.225;5.567;19.688;3
70;1;9.813;5.689;0.012;17.68;10.442;11.404;2
70;2;2.066;10.949;3.682;23.467;48.975;10.258;2
70;3;3.686;8.278;21.957;36.693;21.431;51.076;2
70;4;7.206;0.543;14.622;11.898;17.36;20.712;2
70;5;7.827;11.086;18.511;20.146;40.187;9.547;2
70;6;3.607;8.793;23.836;18.463;32.217;24.515;2
70;7;0.726;7.447;28.644;4.143;47.335;17.486;2
70;8;2.615;7.067;18.499;36.409;43.269;23.907;2
70;9;4.144;4.664;20.69;4.903;15.84;47.747;2
70;10;3.028;4.66;9.203;35.467;10.624;54.685;2
70;11;2.128;1.753;1.741;30.509;42.408;55.465;2
70;12;3.322;2.826;19.683;22.995;5.744;40.056;2
70;13;6.279;5.779;4.525;25.497;17.918;1.353;2
70;14;0.972;6.473;10.758;23.036;20.969;42.883;2
70;15;7.958;1.825;20.507;4.884;32.465;9.686;2
70;16;2.117;18.688;24.337;4.405;35.965;52.987;2
70;17;8.969;1.931;16.619;1.576;0.127;9.394;2
